Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation,Eclipsing,CV_Types,CV_subtypes,CV_subsubtypes,eclipse_clear,Clarity,manual_label,
MGAB-V709,--,17 45 22.71 -00 55 05.0,Oph,UG,--,18.2 - 21.1 g,266.344625,-0.918055556,ZTF18abubars,0.152258843,0,dwarf_nova,,,,,,
MGAB-V710,--,17 48 49.58 +09 22 39.3,Oph,UG,--,19.1 - 21.3 g,267.2065833,9.377583333,ZTF18abjdxxp,0.168515454,0,dwarf_nova,,,,,,
MGAB-V711,--,17 49 22.10 -09 07 50.2,Oph,UG,--,17.1 - 20.8 g,267.3420833,-9.130611111,ZTF19aafnobh,0.155421326,0,dwarf_nova,,,,,,
MGAB-V720,--,18 08 52.41 +07 02 57.3,Oph,UG,--,17.6 - 20.9 g,272.218375,7.04925,ZTF18abobijk,0.064764457,0,dwarf_nova,,,,,,
MGAB-V721,--,18 15 45.51 +10 18 09.3,Oph,UG,--,16.6 - 20.5 g,273.939625,10.30258333,ZTF18ablluct,0.13319657,0,dwarf_nova,,,,,,
MGAB-V724,--,18 17 04.81 +08 11 50.6,Oph,UG,--,18.1 - 20.3 g,274.2700417,8.197388889,ZTF18abgqckr,0.140042199,0,dwarf_nova,,,,,,
MGAB-V727,--,18 20 58.20 +09 13 42.5,Oph,UG,--,19.1 - 21.2 g,275.2425,9.228472222,ZTF18abmmjfz,0.14877549,0,dwarf_nova,,,,,,
MGAB-V736,--,18 33 42.83 +10 30 26.4,Oph,UG,--,18.6 - 21.5 g,278.4284583,10.50733333,ZTF18abijvqm,0.134080197,0,dwarf_nova,,,,,,
MGAB-V740,--,18 36 10.31 +08 26 23.9,Oph,UG,--,18.0 - 21.3 g,279.0429583,8.439972222,ZTF18abijvvk,0.05815496,0,dwarf_nova,,,,,,
Minkovskiy 7,000-BNY-903,18 18 19.78 +03 58 15.0,Oph,UG,--,17.2 - 21.5 r,274.5824167,3.970833333,ZTF18adnabhr,0.061317831,0,dwarf_nova,,,,,,
NSV 22972,--,17 37 19.42 -27 02 50.1,Oph,UG,--,15.7 - 19.4 Ic,264.3309167,-27.04725,ZTF19aazhjxl,0.186478237,0,dwarf_nova,,,,,,
NSV 23209,000-BLH-868,17 39 35.76 -27 29 35.9,Oph,UG,--,15.1 - 19.3 G r',264.899,-27.49330556,ZTF19abcqujy,0.114838617,0,dwarf_nova,,,,,,
OGLE-BLG-DN-0064,--,17 39 17.76 -21 47 35.5,Oph,UG,--,14.5 - 17.3 Ic,264.824,-21.79319444,ZTF20abfboxz,0.253081321,0,dwarf_nova,,,,,,
OGLE-BLG-DN-0075,--,17 41 33.98 -21 29 12.3,Oph,UG,--,17.5 - 20.0 Ic,265.3915833,-21.48675,ZTF21abjqibz,0.331249211,0,dwarf_nova,,,,,,
OGLE-BLG-DN-0088,--,17 43 08.34 -27 44 38.8,Oph,UG,--,17.1 - 20.3 Ic,265.78475,-27.74411111,ZTF19abhkrha,0.119198054,0,dwarf_nova,,,,,,
OGLE-BLG-DN-0091,--,17 43 25.51 -23 56 42.7,Oph,UG,--,17.7 - 20.2 Ic,265.8562917,-23.94519444,ZTF19abhomwp,0.065272991,0,dwarf_nova,,,,,,
PS15ash,000-BLQ-902,17 26 50.44 -17 56 50.9,Oph,UG,--,16.8 g&#039; - <18.3 B,261.7101667,-17.94747222,ZTF18abowewt,0.47077051,0,dwarf_nova,,,,,,
PS15bhp,000-BNL-026,17 03 17.81 -12 08 56.1,Oph,UG,--,17.7 - 24: r,255.8242083,-12.14891667,ZTF20aaqdvia,0.189169115,0,dwarf_nova,,,,,,
PS22fqk,000-BPK-257,17 34 56.04 +08 29 21.0,Oph,UG,--,18.9 - <23 g,263.7335,8.489166667,ZTF22aapazga,0.068727453,0,dwarf_nova,,,,,,
Romanov V33,000-BNH-802,18 03 16.44 +00 33 25.0,Oph,UG,--,17.1 - 21.4 g,270.8185,0.556944444,ZTF18abkjgcv,0.029957602,0,dwarf_nova,,,,,,
SSS 100927:163325-165427,--,16 33 24.95 -16 54 27.4,Oph,UG,--,17.4 - 20.3 CV,248.3539583,-16.90761111,ZTF19aaqrodb,0.768998468,0,dwarf_nova,,,,,,
SSS 130510:165127-131809,000-BLQ-299,16 51 27.26 -13 18 09.4,Oph,UG,--,18.1 - 21.8 CV,252.8635833,-13.30261111,ZTF20abbeydm,0.229800596,0,dwarf_nova,,,,,,
USNO-A2.0 0900-09476426,000-BMS-317,17 13 50.31 +07 07 36.4,Oph,UG,--,17.2 - 19.8 CV,258.459625,7.126777778,ZTF18ablwqdo,0.160475291,0,dwarf_nova,,,,,,
ZTF18aazwnls,--,17 05 52.23 +11 11 57.4,Oph,UG,--,19.3 - 22.2: r,256.467625,11.19927778,ZTF18aazwnls,0.189518366,0,dwarf_nova,,,,,,
ZTF18aazwnmq,--,17 03 24.09 +09 03 23.2,Oph,UG,--,15.7 - 20.1 g,255.850375,9.056444444,ZTF18aazwnmq,0.683262882,0,dwarf_nova,,,,,,
ZTF18abbwsdn,--,18 15 33.06 +13 27 32.8,Oph,UG,--,17.9 - 22.2 g,273.88775,13.45911111,ZTF18abbwsdn,0.419428954,0,dwarf_nova,,,,,,
ZTF18abcsjjc,--,17 07 37.31 -15 42 59.8,Oph,UG,--,18.6 - 21.5 r,256.9054583,-15.71661111,ZTF18abcsjjc,0.253081321,0,dwarf_nova,,,,,,
ZTF18abdxump,--,17 10 26.39 -25 08 41.9,Oph,UG,--,17.9 - 21.3 g,257.6099583,-25.14497222,ZTF18abdxump,0.106116611,0,dwarf_nova,,,,,,
ZTF18aberlxa,000-BPF-546,18 33 07.76 +06 57 01.0,Oph,UG,--,17.5 - 23.5 g,278.2823333,6.950277778,ZTF18aberlxa,0.038999423,0,dwarf_nova,,,,,,
ZTF18abjwhjo,--,18 15 23.08 +04 15 47.8,Oph,UG,--,17.0 - 21.8 r,273.8461667,4.263277778,ZTF18abjwhjo,0.112847045,0,dwarf_nova,,,,,,
ZTF18abkijlr,000-BMS-821,17 23 03.06 +11 08 50.7,Oph,UG,--,18.8 - 21.4 r g,260.76275,11.14741667,ZTF18abkijlr,0.050690865,0,dwarf_nova,,,,,,
ZTF18abkjgcu,--,18 03 10.92 +00 39 16.6,Oph,UG,--,17.2 - 19.7 g,270.7955,0.654611111,ZTF18abkjgcu,0.111541925,0,dwarf_nova,,,,,,
ZTF18ablqtmr,000-BPD-947,18 05 36.96 +08 45 47.9,Oph,UG,--,18.3 - 21.0 G,271.404,8.763305556,ZTF18ablqtmr,0.11557661,0,dwarf_nova,,,,,,
ZTF18ablwrch,000-BNH-796,17 24 47.42 -17 52 25.0,Oph,UG,--,18.7 - <22 g,261.1975833,-17.87361111,ZTF18ablwrch,0.324492576,0,dwarf_nova,,,,,,
ZTF18abmdoni,000-BNH-793,18 01 36.66 +12 05 35.3,Oph,UG,--,18.2 - 23: g,270.40275,12.09313889,ZTF18admbvur,0.140580824,0,dwarf_nova,,,,,,
ZTF18abmmiya,--,18 34 45.74 +08 40 41.9,Oph,UG,--,16.3 - 21.1 r,278.6905833,8.678305556,ZTF18admepuc,0.018695888,0,dwarf_nova,,,,,,
ZTF18abmpbtt,--,17 41 56.76 +02 04 11.0,Oph,UG,--,18.4 - 21.7: g,265.4865,2.069722222,ZTF18abmpbtt,0.133125626,0,dwarf_nova,,,,,,
ZTF18abmxaxt,000-BNG-379,17 54 59.72 +11 54 09.2,Oph,UG,--,17.2 - 22.5 g,268.7488333,11.90255556,ZTF18abmxaxt,0.056923593,0,dwarf_nova,,,,,,
ZTF18abndyhf,--,16 58 35.24 -26 20 15.6,Oph,UG,--,16.8 - 20.2 g,254.6468333,-26.33766667,ZTF18abndyhf,0.10341141,0,dwarf_nova,,,,,,
ZTF18abnjudh,--,18 03 49.89 +07 55 30.2,Oph,UG,--,17.0 - 22.8 g,270.957875,7.925055556,ZTF18abnjudh,0.179245624,0,dwarf_nova,,,,,,
ZTF18abrxebt,000-BPM-328,18 26 43.90 +08 00 01.5,Oph,UG,--,18.05 - 20.2 r,276.6829167,8.000416667,ZTF18abrxebt,0.207119504,0,dwarf_nova,,,,,,
ZTF18absidez,--,18 14 02.02 +07 01 28.6,Oph,UG,--,17.4 - 21.4 g,273.5084167,7.024611111,ZTF18absidez,0.086770961,0,dwarf_nova,,,,,,
ZTF18absiejw,000-BNM-787,18 29 29.94 +06 43 47.9,Oph,UG,--,17.9 - 21.7 g,277.37475,6.729972222,ZTF18absiejw,0.083157378,0,dwarf_nova,,,,,,
ZTF18absmovx,--,16 55 38.86 -04 09 22.5,Oph,UG,--,18.2 - 21.4 g,253.9119167,-4.15625,ZTF18absmovx,0.108537165,0,dwarf_nova,,,,,,
ZTF18absretn,--,17 41 19.18 +09 03 13.3,Oph,UG,--,18.6 - 21.0 r,265.3299167,9.053694444,ZTF18absretn,0.19738065,0,dwarf_nova,,,,,,
ZTF18absrffm,000-BNH-781,17 20 56.62 +07 48 33.8,Oph,UG,--,18.0 - 22.1 r g,260.2359167,7.809388889,ZTF18absrffm,0.029640582,0,dwarf_nova,,,,,,
ZTF18abthvpk,--,18 12 01.86 +03 00 02.6,Oph,UG,--,16.6 - 21.2 g,273.00775,3.000722222,ZTF18abthvpk,0.486889258,0,dwarf_nova,,,,,,
ZTF18abuyrgo,--,18 06 08.16 +06 56 04.9,Oph,UG,--,17.1 - 22.2 g,271.534,6.934694444,ZTF18abuyrgo,0.096218434,0,dwarf_nova,,,,,,
ZTF18abvgrjd,--,18 23 26.81 +11 34 08.6,Oph,UG,--,17.3 - 22.1 g,275.8617083,11.56905556,ZTF18abvgrjd,0.044114246,0,dwarf_nova,,,,,,
ZTF18acaxyio,--,17 17 41.41 -16 26 32.0,Oph,UG,--,17.7 - 22.9 g,259.4225417,-16.44222222,ZTF18abeiuhu,0.012672716,0,dwarf_nova,,,,,,
ZTF19aadopzk,--,17 43 42.23 +02 19 57.9,Oph,UG,--,15.3 - 18.6 g,265.9259583,2.33275,ZTF19aadopzk,1.689169235,0,dwarf_nova,,,,,,
ZTF19aadufor,--,16 02 11.06 -07 07 51.1,Oph,UG,--,17.7 - 21.3 r,240.5460833,-7.130861111,ZTF19aadufor,0.040543372,0,dwarf_nova,,,,,,
ZTF19aadumeh,--,16 31 50.39 -13 31 24.1,Oph,UG,--,17.5 - 23.3 r,247.9599583,-13.52336111,ZTF19aadumeh,0.112679492,0,dwarf_nova,,,,,,
ZTF19aaeovcj,--,17 46 38.51 +04 56 54.7,Oph,UG,--,18.0 - 20.9 g,266.6604583,4.948527778,ZTF19aaeovcj,0.339641587,0,dwarf_nova,,,,,,
ZTF19aanneuv,000-BPC-787,17 45 21.90 +03 18 00.1,Oph,UG,--,17.5 - 22.9 r,266.34125,3.300027778,ZTF19adhjtfd,0.080031341,0,dwarf_nova,,,,,,
ZTF19aaodsxt,000-BPK-843,17 36 45.23 +11 05 28.6,Oph,UG,--,16.4 - 21.4 g,264.1884583,11.09127778,ZTF19aaodsxt,0.218570589,0,dwarf_nova,,,,,,
ZTF19aapvtnt,--,16 44 10.22 -02 50 49.7,Oph,UG,--,17.8 - 20.7 r,251.0425833,-2.847138889,ZTF19aapvtnt,0.107969931,0,dwarf_nova,,,,,,
ZTF19aasfcjp,--,17 31 01.12 -06 08 30.6,Oph,UG,--,19.3 - 22.4: g,262.7546667,-6.141833333,ZTF19aasfcjp,0.088121353,0,dwarf_nova,,,,,,
ZTF19aavigow,--,18 02 27.86 +08 06 34.4,Oph,UG,--,16.5 - 22.4 g,270.6160833,8.109555556,ZTF19aavigow,0.032236033,0,dwarf_nova,,,,,,
ZTF19aayfhtc,--,17 39 12.78 +01 24 56.1,Oph,UG,--,16.7 - <23 g,264.80325,1.415583333,ZTF19aayfhtc,0.052160469,0,dwarf_nova,,,,,,
ZTF19aaylhnq,--,16 41 34.87 -21 14 08.6,Oph,UG,--,16.2 - 19.6 g,250.3952917,-21.23572222,ZTF19addgxnp,0.04791245,0,dwarf_nova,,,,,,
ZTF19aaytisr,000-BPC-795,17 54 36.32 -01 38 05.5,Oph,UG,--,16.8 - 22.6 g,268.6513333,-1.634861111,ZTF19aaytisr,0.135656223,0,dwarf_nova,,,,,,
ZTF19aayurjv,--,18 26 17.18 +03 29 37.9,Oph,UG,--,17.7 - 21.8 r,276.5715833,3.493861111,ZTF19aayurjv,0.078059381,0,dwarf_nova,,,,,,
ZTF19abbtyln,--,17 35 23.14 -07 03 46.8,Oph,UG,--,17.6 - 23: r,263.8464167,-7.063,ZTF19abbtyln,0.032527768,0,dwarf_nova,,,,,,
ZTF19abpuyms,--,17 53 10.51 -01 05 12.7,Oph,UG,--,17.0 - 20.2 r,268.2937917,-1.086861111,ZTF19abpuyms,0.209274812,0,dwarf_nova,,,,,,
ZTF19abpuyvi,--,16 42 00.10 +01 46 43.0,Oph,UG,--,17.1 - <23 g,250.5004167,1.778611111,ZTF19abpuyvi,0.029640582,0,dwarf_nova,,,,,,
ZTF19abxeoee,000-BPF-506,18 30 28.31 +07 47 06.6,Oph,UG,--,16.9 - 22.0 g,277.6179583,7.785166667,ZTF19abxeoee,0.081435507,0,dwarf_nova,,,,,,
ZTF19acetwne,--,18 17 25.75 +13 10 31.5,Oph,UG,--,16.0 - <23 g,274.3572917,13.17541667,ZTF19acetwne,0.075600198,0,dwarf_nova,,,,,,
ZTF20aamhnym,--,17 18 47.41 +01 28 54.8,Oph,UG,--,15.1 - 23: g,259.6975417,1.481888889,ZTF20aamhnym,0.055153513,0,dwarf_nova,,,,,,
ZTF21abfvqyz,000-BPH-696,18 10 41.70 +04 16 02.6,Oph,UG,--,16.1 - 22: g,272.67375,4.267388889,ZTF21abfvqyz,0.050410544,0,dwarf_nova,,,,,,
ZTF21abhytgb,000-BPB-508,17 28 03.87 +06 40 57.9,Oph,UG,--,15.6 - <23 g,262.016125,6.68275,ZTF21abhytgb,0.026260723,0,dwarf_nova,,,,,,
ZTF21abilmme,--,17 43 05.02 +04 08 41.6,Oph,UG,--,16.6 - <22 g,265.7709167,4.144888889,ZTF21abilmme,0.078421607,0,dwarf_nova,,,,,,
ZTF21acasoti,000-BPC-961,18 13 32.65 +07 33 31.4,Oph,UG,--,18.2 - <23 r,273.3860417,7.558722222,ZTF21acasoti,0.0713575,0,dwarf_nova,,,,,,
ZTF21acbfpwj,000-BPC-963,18 37 32.17 +10 21 35.9,Oph,UG,--,16.9 - 22.9: g r,279.3840417,10.35997222,ZTF21acbfpwj,0.171626087,0,dwarf_nova,,,,,,
ZTF22aabzojp,000-BPH-706,16 03 41.11 -04 44 52.9,Oph,UG,--,17.4 - <22 g,240.9212917,-4.748027778,ZTF22aabzojp,0.15750437,0,dwarf_nova,,,,,,
ZTF22aajtsxd,000-BPK-208,17 15 56.69 -20 17 25.5,Oph,UG,--,16.9 - <23 r,258.9862083,-20.29041667,ZTF22aajtsxd,0.096708098,0,dwarf_nova,,,,,,
ZTF22aajwjhe,--,17 40 43.17 +09 42 41.4,Oph,UG,--,17.0 - 21.0 g,265.179875,9.7115,ZTF22aajwjhe,0.061778296,0,dwarf_nova,,,,,,
ZTF22aakhqrd,000-BPK-209,17 40 15.67 +10 19 39.0,Oph,UG,--,16.2 - <23 r,265.0652917,10.3275,ZTF22aakhqrd,0.088121353,0,dwarf_nova,,,,,,
ZTF22aawjyty,000-BPL-351,17 08 51.35 -00 17 16.2,Oph,UG,--,16.3 - 22.8 r,257.2139583,-0.287833333,ZTF22aaodgop,0.050783961,0,dwarf_nova,,,,,,
ZTF22abbraxm,--,17 03 46.05 -23 51 58.5,Oph,UG,--,18.0 - <23 g,255.941875,-23.86625,ZTF22abbraxm,0.080384682,0,dwarf_nova,,,,,,
ZTF22abdolnt,000-BPL-167,17 19 27.20 +03 01 46.4,Oph,UG,--,16.1 - 23.3: g,259.8633333,3.029555556,ZTF22abdolnt,0.112133215,0,dwarf_nova,,,,,,
BI Ori,000-BBJ-237,05 23 51.77 +01 00 30.6,Ori,UG,0.1915,13.9 - 17.6 V,80.96570833,1.0085,ZTF17aaagyuc,0.131591088,0,dwarf_nova,,,,,,
V0344 Ori,000-BBK-934,06 15 18.95 +15 30 59.4,Ori,UG,0.2338,14.1 - 19.1 V,93.82895833,15.5165,ZTF18aajvzox,0.354449803,0,dwarf_nova,,,,,,
ASASSN-14fq,000-BLJ-874,05 26 53.47 +02 28 36.7,Ori,UG,--,15.3 - 22.3 V,81.72279167,2.476861111,ZTF20aaukual,0.056507175,0,dwarf_nova,,,,,,
ASASSN-14mx,000-BLL-751,05 00 02.73 +02 16 52.1,Ori,UG,--,16.3 V - 21.6 B,75.011375,2.281138889,ZTF19acnkxax,1.128775968,0,dwarf_nova,,,,,,
ASASSN-15em,000-BLP-370,05 09 06.73 -03 25 07.8,Ori,UG,--,14.0 - 17.8 V CV,77.27804167,-3.418833333,ZTF18acrvact,0.221148668,0,dwarf_nova,,,,,,
ASASSN-18ct,000-BMP-265,05 45 23.02 +01 55 09.6,Ori,UG,--,17.0 - 21.5 V,86.34591667,1.919333333,ZTF17aabvtip,0.34079393,0,dwarf_nova,,,,,,
ASASSN-21be,000-BNW-269,05 43 01.29 -00 30 52.7,Ori,UG,--,16.4 - 23.4 g,85.755375,-0.514638889,ZTF21aaijokh,0.174573142,0,dwarf_nova,,,,,,
ASASSN-21eb,000-BNX-687,05 28 00.82 +04 17 39.8,Ori,UG,--,15.7 - 21.9 g,82.00341667,4.294388889,ZTF21aapnzbu,0.082128587,0,dwarf_nova,,,,,,
ASASSN-V J055729.87+112714.6,--,05 57 29.86 +11 27 14.5,Ori,UG,--,15.7 - 20.2 V,89.37441667,11.45402778,ZTF18aabgnmu,0.06747902,0,dwarf_nova,,,,,,
ATLAS16dte,000-BMC-640,05 53 36.15 +12 32 49.6,Ori,UG,--,17.4 - <22 CR,88.400625,12.54711111,ZTF18aaaeetk,0.561768631,0,dwarf_nova,,,,,,
ATO J073.6807+14.8951,--,04 54 43.38 +14 53 42.8,Ori,UG,--,14.5 - 15.1 g,73.68075,14.89522222,ZTF18aczxcfp,0.161472953,0,dwarf_nova,,,,,,
CSS 080207:052034-000530,--,05 20 33.79 -00 05 30.2,Ori,UG,--,16.8 - 19.4 CV,80.14079167,-0.091722222,ZTF19abttqdr,0.545948667,0,dwarf_nova,,,,,,
CSS 080307:055730+001514,--,05 57 30.06 +00 15 13.8,Ori,UG,--,18.5 - 22.1 CV,89.37525,0.253833333,ZTF19acefrrr,0.149282609,0,dwarf_nova,,,,,,
CSS 081201:044725+092439,--,04 47 25.40 +09 24 39.3,Ori,UG,--,15.2 - 18.5 G CV,71.85583333,9.410916667,ZTF17aadidew,0.027318622,0,dwarf_nova,,,,,,
CSS 081207:052522-105015,000-BKV-064,05 25 21.96 -10 50 15.1,Ori,UG,--,16.1 - 21.1: CV,81.3415,-10.83752778,ZTF17aabvsip,0.370427582,0,dwarf_nova,,,,,,
CSS 091109:051420+011121,000-BKQ-338,05 14 19.90 +01 11 21.0,Ori,UG,--,14.8 - <20 CR,78.58291667,1.189166667,ZTF18acujslt,0.32607537,0,dwarf_nova,,,,,,
CSS 100108:050319+084350,--,05 03 18.53 +08 43 50.4,Ori,UG,--,17.7 - 21.0 CV,75.82720833,8.730666667,ZTF19aaenhyp,0.662747918,0,dwarf_nova,,,,,,
CSS 100114:055843+000626,000-BLD-980,05 58 42.79 +00 06 25.6,Ori,UG,0.06808,15.4 - 19 CV,89.67829167,0.107111111,ZTF18actautk,0.140782278,0,dwarf_nova,,,,,,
CSS 100219:045646+060456,000-BJY-033,04 56 46.38 +06 04 56.2,Ori,UG,--,15.4 - <20.4 CV,74.19325,6.082277778,ZTF18acyrrgp,1.037188121,0,dwarf_nova,,,,,,
CSS 100321:050527+083415,000-BPF-436,05 05 26.83 +08 34 14.6,Ori,UG,--,15.0 - 19.2 g,76.36179167,8.570722222,ZTF18aczvfbn,0.129528915,0,dwarf_nova,,,,,,
CSS 100406:045803+105357,--,04 58 03.25 +10 53 57.3,Ori,UG,--,18.0 - <21.9 CV,74.51354167,10.89925,ZTF18adactwl,0.880934753,0,dwarf_nova,,,,,,
CSS 101108:052433-070528,--,05 24 33.46 -07 05 28.0,Ori,UG,--,17.0 - 21.4 g,81.13941667,-7.091111111,ZTF18actabws,0.232761934,0,dwarf_nova,,,,,,
CSS 101128:051458+083503,000-BKT-901,05 14 57.75 +08 35 02.5,Ori,UG,--,14.0 - 19.4 G CV,78.740625,8.584027778,ZTF18aceweue,0.233653125,0,dwarf_nova,,,,,,
CSS 111003:054135+013708,000-BKH-078,05 41 34.86 +01 37 06.4,Ori,UG,--,15.5 - 20.0 G CV,85.39525,1.618444444,ZTF18accluii,0.18889425,0,dwarf_nova,,,,,,
CSS 111023:053042+141826,--,05 30 41.98 +14 18 26.1,Ori,UG,--,16.6 - 20.9 G CV,82.67491667,14.30725,ZTF18acrfilx,0.161852786,0,dwarf_nova,,,,,,
CSS 111116:045303+115800,--,04 53 02.63 +11 58 00.7,Ori,UG,--,17.0 - 21.9 CV,73.26095833,11.96686111,ZTF17aaaazwi,0.077146374,0,dwarf_nova,,,,,,
CSS 111118:051121+113443,--,05 11 20.96 +11 34 43.2,Ori,UG,--,17.1 - 21.5 CV,77.83733333,11.57866667,ZTF18aabfulp,0.10189294,0,dwarf_nova,,,,,,
CSS 121123:051056-102401,000-BKW-277,05 10 55.74 -10 24 01.2,Ori,UG,--,16.8 - <20.1 CV,77.73225,-10.40033333,ZTF18achrnju,0.515840626,0,dwarf_nova,,,,,,
CSS 130205:044904+050321,000-BKW-082,04 49 04.08 +05 03 20.5,Ori,UG,--,15.9 - 21.0 CV,72.267,5.055694444,ZTF18aczuwjp,0.24915005,0,dwarf_nova,,,,,,
CSS 130223:051403+131707,--,05 14 03.41 +13 17 08.2,Ori,UG,--,16.9 - 22.0 CV CV,78.51420833,13.28561111,ZTF18achujpc,0.228976935,0,dwarf_nova,,,,,,
CSS 151107:052831+013200,000-BLS-942,05 28 30.96 +01 31 59.5,Ori,UG,--,18.3 - 23: g,82.129,1.533194444,ZTF20aczkvvy,0.092156313,0,dwarf_nova,,,,,,
CSS 170227:051715+153432,000-BMF-747,05 17 15.01 +15 34 32.0,Ori,UG,--,17.1 - 21.9 CV,79.31254167,15.57555556,ZTF18aczvkod,0.312388765,0,dwarf_nova,,,,,,
DDE 183,000-BNL-295,06 16 54.61 +06 01 13.6,Ori,UG,--,18.0 - 20.3: g,94.22754167,6.020444444,ZTF19aaajyaw,0.221724605,0,dwarf_nova,,,,,,
Gaia19axk,000-BNB-017,06 09 01.49 +14 06 08.5,Ori,UG,--,15.7 - 19.6 G,92.25620833,14.10236111,ZTF17aabgmof,0.07109223,0,dwarf_nova,,,,,,
Gaia19ebn,000-BNG-607,05 02 22.88 +02 49 51.1,Ori,UG,--,18.6 - 20.6 G,75.59533333,2.830861111,ZTF18acvrrig,0.119790984,0,dwarf_nova,,,,,,
Gaia20bwn,000-BNM-122,06 15 06.26 -01 29 24.4,Ori,UG,--,18.1 - 21.9 r G,93.77608333,-1.490111111,ZTF19aakmfug,0.098114306,0,dwarf_nova,,,,,,
Gaia20ege,000-BNR-182,05 27 25.25 +04 01 32.4,Ori,UG,--,17.1 - 18.9 G,81.85520833,4.025666667,ZTF17aaagyqz,0.200702991,0,dwarf_nova,,,,,,
MGAB-V259,000-BND-628,05 54 03.21 +20 06 57.4,Ori,UG,--,18.2 - 21.4 g,88.513375,20.11594444,ZTF17aactpay,0.032960528,0,dwarf_nova,,,,,,
MGAB-V3500,--,05 59 24.92 +09 17 56.6,Ori,UG,--,18.2 - 20.7 r,89.85383333,9.299055556,ZTF18acbzhrz,0.059360789,0,dwarf_nova,,,,,,
MGAB-V3502,--,06 00 34.81 -02 03 22.9,Ori,UG,--,18.9 - 21.2 r,90.14504167,-2.056361111,ZTF18adaiglv,0.180741441,0,dwarf_nova,,,,,,
MGAB-V3505,--,06 04 29.26 +13 32 18.1,Ori,UG,--,18.2 - 21.5 r,91.12191667,13.53836111,ZTF18aaaamjo,0.039240908,0,dwarf_nova,,,,,,
MGAB-V3508,--,06 14 26.77 +05 40 06.1,Ori,UG,--,18.8 - <22.0 r,93.61154167,5.668361111,ZTF17aaagtbx,0.064982888,0,dwarf_nova,,,,,,
MGAB-V3512,--,06 20 39.72 +05 13 27.4,Ori,UG,--,17.4 - 20.0 r,95.1655,5.224277778,ZTF18acclkgi,0.273255374,0,dwarf_nova,,,,,,
MGAB-V354,--,05 48 10.02 -00 12 13.1,Ori,UG,--,17.1 - 20.9 r,87.04175,-0.203638889,ZTF17aabsanj,0.192731189,0,dwarf_nova,,,,,,
MGAB-V364,--,05 46 17.45 +11 26 05.0,Ori,UG,--,18.4 - 21.5 r,86.57270833,11.43472222,ZTF18acpgifw,0.294952093,0,dwarf_nova,,,,,,
MGAB-V416,--,05 53 25.48 +10 09 08.2,Ori,UG,--,18.0 - 21.7 g,88.35616667,10.15227778,ZTF18acnmfbi,0.173949712,0,dwarf_nova,,,,,,
MGAB-V469,--,06 19 54.45 +09 18 30.9,Ori,UG,--,16.9 - 20.9 g,94.976875,9.308583333,ZTF18aaaekuo,0.236206567,0,dwarf_nova,,,,,,
MGAB-V485,--,05 53 00.88 +10 10 10.9,Ori,UG,--,18.1 - 21.8 g,88.25366667,10.16969444,ZTF18acukdyc,0.045067605,0,dwarf_nova,,,,,,
MGAB-V508,--,05 20 39.94 -03 57 53.4,Ori,UG,--,17.9 - 21.2 g,80.16641667,-3.964833333,ZTF17aaasrox,0.151543644,0,dwarf_nova,,,,,,
MGAB-V530,--,06 15 21.71 +07 02 19.3,Ori,UG,--,18.4 - 21.7 r,93.84045833,7.038694444,ZTF17aaaahyp,0.119356456,0,dwarf_nova,,,,,,
MGAB-V623,--,05 04 23.86 +14 30 14.8,Ori,UG,--,17.9 - 21.7: g,76.09941667,14.50411111,ZTF17aaaccbx,0.10607209,0,dwarf_nova,,,,,,
MGAB-V633,--,05 27 02.13 +00 51 43.6,Ori,UG,--,17.8 - 20.9 g,81.758875,0.862111111,ZTF17aaavgjq,0.081955866,0,dwarf_nova,,,,,,
MGAB-V642,--,05 39 23.17 +10 23 27.3,Ori,UG,--,18.0 - 21.7 g,84.84654167,10.39091667,ZTF21aanmlft,0.025898489,0,dwarf_nova,,,,,,
MGAB-V644,--,05 43 53.58 +11 29 54.0,Ori,UG,--,17.9 - 21.0 g,85.97325,11.49833333,ZTF18aaaeetq,0.137729541,0,dwarf_nova,,,,,,
MGAB-V653,--,05 51 55.32 +21 51 13.4,Ori,UG,--,18.6 - 21.1 g,87.9805,21.85372222,ZTF17aaaquks,0.104952919,0,dwarf_nova,,,,,,
MGAB-V655,--,05 53 12.38 +08 09 20.7,Ori,UG,--,17.9 - 20.4 g,88.30158333,8.15575,ZTF18aabgcoj,0.040659709,0,dwarf_nova,,,,,,
MGAB-V665,--,06 07 55.05 +17 24 57.9,Ori,UG,--,19.4 - 21.9 g,91.979375,17.41608333,ZTF17aadkhto,0.073058284,0,dwarf_nova,,,,,,
MGAB-V668,--,06 17 09.23 -03 30 13.1,Ori,UG,--,17.1 - 21.0 g,94.28845833,-3.503638889,ZTF17aabwfrd,0.164084545,0,dwarf_nova,,,,,,
MGAB-V669,--,06 18 22.37 +02 28 21.5,Ori,UG,--,17.2 - 21.3 g,94.59320833,2.472638889,ZTF17aaanpvx,0.075349866,0,dwarf_nova,,,,,,
MGAB-V670,--,06 20 16.24 +15 54 09.8,Ori,UG,--,16.9 - 21.4 g,95.06766667,15.90272222,ZTF17aacryge,0.099310575,0,dwarf_nova,,,,,,
