Name,AUID,Coords,Const,Type,Period,Mag,ra,dec
MASTER OT J070844.85+194820.1,000-BLF-613,07 08 44.85 +19 48 20.1,Gem,UG,--,15.7 - <20.1 CR,107.18687499999999,19.805583333333335
MASTER OT J071033.11+241555.2,000-BKV-530,07 10 33.10 +24 15 55.8,Gem,UG,--,16.6 - <22 CR,107.63791666666667,24.2655
MASTER OT J071204.39+275514.0,000-BMK-864,07 12 04.39 +27 55 14.0,Gem,UG:,--,17.4 - <22 CR,108.01829166666666,27.920555555555556
MASTER OT J071845.44+194439.4,000-BNJ-741,07 18 45.49 +19 44 39.1,Gem,UG,--,15.9 - 22.8: g,109.68954166666666,19.744194444444446
MASTER OT J072048.67+171051.9,000-BLP-943,07 20 48.67 +17 10 51.9,Gem,UG,--,18.0 - <20.4 CR,110.20279166666666,17.181083333333333
MASTER OT J072211.73+184253.7,000-BNJ-141,07 22 11.74 +18 42 54.7,Gem,UG,--,17.6 - 22.7: g CR,110.54891666666664,18.715194444444442
MASTER OT J073418.66+271310.5,000-BKW-524,07 34 18.68 +27 13 09.4,Gem,UGSU,--,15.0 - 20.5 CV CR,113.57783333333332,27.219277777777776
MASTER OT J073601.27+135954.0,000-BLN-403,07 36 01.27 +13 59 54.0,Gem,UG,--,16.1 - <19.8 CR,114.00529166666665,13.998333333333333
MASTER OT J073704.36+250054.5,000-BMC-723,07 37 04.37 +25 00 53.9,Gem,UG,--,16.0 - 22.5 r CR,114.26820833333332,25.014972222222223
MASTER OT J073706.43+163339.9,--,07 37 06.43 +16 33 39.9,Gem,UG,--,17.5 - <23.5 CR,114.27679166666667,16.561083333333332
MASTER OT J073857.06+182648.2,000-BLV-214,07 38 57.06 +18 26 48.2,Gem,UG,--,17.8 - <20.3 CR,114.73774999999999,18.446722222222224
MASTER OT J074402.06+204923.9,000-BNK-530,07 44 02.06 +20 49 23.2,Gem,UG,--,17.4 - 21.5 CV,116.00858333333332,20.82311111111111
MASTER OT J075353.88+174907.6,000-BML-866,07 53 53.91 +17 49 08.1,Gem,UG,--,18.6 - 24: r B,118.47462499999997,17.818916666666667
MEM 1,000-BND-597,07 16 17.95 +16 59 35.2,Gem,CV,--,16.4 - 19.6 V,109.07479166666666,16.993111111111112
MGAB-V1281,--,06 34 02.45 +20 28 58.8,Gem,CV,--,18.9 - 21.1 g,98.51020833333331,20.482999999999997
MGAB-V251,000-BNC-976,07 33 05.33 +23 36 58.1,Gem,AM:,--,19.0 - 22.6 CV,113.27220833333331,23.61613888888889
MGAB-V262,000-BND-742,06 50 57.27 +12 07 46.3,Gem,UGSS,--,17.1 - 20.4 g,102.73862499999998,12.129527777777778
MGAB-V264,000-BND-848,07 05 46.48 +12 14 30.7,Gem,UG,--,17.3 - 20.7 g,106.44366666666666,12.24186111111111
MGAB-V335,--,06 39 45.66 +12 34 01.0,Gem,UGSS,--,17.2 - 21.4 g,99.94024999999999,12.566944444444443
MGAB-V3507,--,06 09 34.01 +26 25 11.7,Gem,NL/VY,--,17.8 - 21.5: r,92.39170833333333,26.41991666666667
MGAB-V3510,--,06 18 09.32 +22 08 11.7,Gem,CV,--,18.7 - 21.5 r,94.53883333333332,22.136583333333334
MGAB-V3511,--,06 19 21.97 +25 39 42.5,Gem,UG,--,18.8 - <21.5 r,94.84154166666664,25.661805555555553
MGAB-V3514,--,06 24 59.73 +25 22 47.7,Gem,UG,--,18.9 - 21.0 r,96.248875,25.379916666666666
MGAB-V3515,--,06 27 43.47 +14 41 18.5,Gem,UG,--,18.9 - 21.4 r,96.931125,14.688472222222222
MGAB-V3516,--,06 28 45.85 +21 30 30.0,Gem,UG,--,19.0 - 21.3 r,97.19104166666665,21.508333333333333
MGAB-V3517,--,06 30 17.93 +16 26 49.5,Gem,UG,--,18.8 - <22.0 r,97.57470833333333,16.447083333333335
MGAB-V3519,--,06 32 23.49 +23 23 06.3,Gem,UG,--,17.6 - 21.4 r,98.09787499999999,23.385083333333334
MGAB-V3521,--,06 37 29.09 +25 40 52.4,Gem,NL/VY,--,17.8 - 21.0 r,99.37120833333333,25.681222222222225
MGAB-V3524,--,06 47 04.71 +24 56 26.0,Gem,UG:,--,19.6 - 21.4 r,101.76962499999999,24.940555555555555
MGAB-V3525,--,06 47 58.73 +18 00 12.2,Gem,UG,--,18.7 - 20.8 r,101.99470833333332,18.00338888888889
MGAB-V3527,--,06 50 12.81 +17 18 22.2,Gem,UGZ,--,18.0 - 21.3: r,102.55337499999999,17.306166666666666
MGAB-V3533,--,07 04 41.82 +18 21 31.7,Gem,UG,--,18.9 - 21.6 g,106.17424999999999,18.358805555555556
MGAB-V3535,--,07 05 12.77 +12 43 09.9,Gem,UG,--,17.6 - 21.7 g,106.30320833333332,12.719416666666667
MGAB-V366,--,06 52 38.25 +13 13 21.2,Gem,UGSU:,--,17.1 - 21.1 g,103.159375,13.222555555555555
MGAB-V388,--,06 42 36.26 +12 23 06.5,Gem,UG,--,17.5 - 21.4 g,100.65108333333332,12.38513888888889
MGAB-V393,--,06 32 09.32 +14 03 34.6,Gem,UG,--,17.4 - 21.7 g,98.03883333333332,14.059611111111112
MGAB-V414,--,07 33 30.59 +20 34 32.8,Gem,UGSU:,--,18.1 - 21.8 g,113.37745833333332,20.575777777777777
MGAB-V422,--,06 46 55.70 +19 26 32.6,Gem,UG,--,18.2 - 21.3 g,101.73208333333332,19.44238888888889
MGAB-V443,--,06 42 20.50 +18 32 39.0,Gem,UG,--,17.4 - 20.6 g,100.58541666666665,18.54416666666667
MGAB-V659,--,06 01 04.82 +24 46 34.6,Gem,UG,--,18.8 - 21.1 g,90.27008333333333,24.77627777777778
MGAB-V660,--,06 04 07.56 +25 34 60.0,Gem,UG,--,19.9 - 22.3: g,91.0315,25.583333333333332
MGAB-V672,000-BNR-372,06 21 23.25 +19 13 00.3,Gem,UG,--,17.3 - 21.6 g,95.34687499999998,19.216749999999998
MGAB-V679,--,06 27 46.06 +19 02 14.6,Gem,UG,--,17.1 - <21.1 g,96.94191666666666,19.03738888888889
MGAB-V683,--,06 31 37.78 +20 24 40.7,Gem,UG,--,18.5 - 21.4 g,97.90741666666665,20.411305555555554
MGAB-V688,--,06 45 57.43 +29 36 36.3,Gem,UG,--,18.8 - 21.6 g,101.48929166666666,29.610083333333336
MLS 101105:072301+250357,--,07 23 01.00 +25 03 57.0,Gem,UG,--,15.8 - 20.9 CV,110.75416666666666,25.065833333333334
MLS 101226:072033+172437,--,07 20 32.62 +17 24 36.8,Gem,NL+E,0.150408,17.9 - 21.1 r,110.13591666666666,17.41022222222222
MLS 110305:073600+220132,--,07 35 59.98 +22 01 32.2,Gem,UG,--,18.9 - 21.8 CV,113.99991666666665,22.02561111111111
MLS 110309:074223+172807,--,07 42 22.54 +17 28 06.8,Gem,UG,--,18.1 - 19.9 CV,115.59391666666666,17.468555555555554
MLS 120328:072343+220006,--,07 23 42.59 +22 00 06.2,Gem,UG,--,15.9 - 20.7 g,110.92745833333332,22.001722222222224
MLS 140107:065605+251444,--,06 56 05.38 +25 14 44.2,Gem,UG,--,18.5 - 22.0 CV,104.02241666666666,25.245611111111113
MLS 171215:070323+162949,000-BMM-887,07 03 22.87 +16 29 48.8,Gem,UG,--,17.0 - 22.2 g,105.84529166666665,16.49688888888889
MLS 180313:065354+305023,000-BMP-739,06 53 53.67 +30 50 23.3,Gem,UG|SN,--,18.3 - <22 CV,103.47362499999998,30.839805555555554
MLS 181204:073347+130240,000-BMW-805,07 33 47.38 +13 02 39.6,Gem,UG,--,18.3 - 21.0 CV,113.44741666666664,13.044333333333332
MLS 181220:065338+220654,000-BMY-151,06 53 37.99 +22 06 53.6,Gem,UG:,--,17.6 - <22 CV,103.40829166666664,22.114888888888892
MLS 190117:073345+154328,000-BMY-565,07 33 44.81 +15 43 27.7,Gem,UG,--,18.2 - 22.4 CV,113.43670833333331,15.724361111111111
NGC 2158 V57,--,06 07 33.80 +24 07 55.2,Gem,UG:,--,18.6 - 21.1 V,91.89083333333332,24.132
NSV 2853,000-BCX-734,06 10 43.93 +25 10 32.1,Gem,UG:,--,15.3 - 15.9 p,92.68304166666665,25.175583333333336
NSV 3240,000-BNX-591,06 52 13.34 +30 57 22.3,Gem,UGSU,--,15.3 - 21.0 g,103.05558333333333,30.956194444444442
NSV 3313,000-BNR-172,06 58 45.49 +17 01 59.8,Gem,N:+E,0.477906,7: - 15.7 V,104.68954166666666,17.033277777777776
PNV J06501960+3002449,000-BMM-886,06 50 19.50 +30 02 43.5,Gem,UGSU,--,12.9 - 18.6 V,102.58124999999998,30.045416666666668
PS17eur,--,07 14 58.72 +32 13 34.8,Gem,UG:,--,18.6 - <22 G,108.74466666666666,32.226333333333336
PTSS-17waj,000-BMK-905,06 49 04.67 +17 30 04.1,Gem,UG,--,17.4 - 24: r i,102.26945833333332,17.50113888888889
SDSS J072827.34+330741.6,--,07 28 27.34 +33 07 41.6,Gem,UGWZ:,--,21.94 - ? g,112.11391666666665,33.12822222222222
SDSS J073605.07+182709.8,--,07 36 05.07 +18 27 09.8,Gem,AM,--,21.83 - ? g,114.02112499999997,18.45272222222222
SDSS J073648.03+200959.7,--,07 36 48.03 +20 09 59.7,Gem,CV,--,22.0 - ? g,114.20012499999997,20.16658333333333
SDSS J073758.55+205544.5,000-BKW-305,07 37 58.55 +20 55 44.7,Gem,UG,--,15.1 - 20.4 g,114.49395833333332,20.929083333333335
SDSS J073817.75+285519.7,000-BCZ-607,07 38 17.74 +28 55 19.7,Gem,UG+E,0.0875,16.8 - 19.4 CV,114.57391666666665,28.92213888888889
SDSS J074037.67+254109.4,000-BMS-222,07 40 37.67 +25 41 09.5,Gem,NL/VY:,--,17.2 - 19.1 CV,115.15695833333334,25.685972222222222
SDSS J074355.56+183834.8,000-BFT-841,07 43 55.56 +18 38 34.8,Gem,UG,--,15.4 - 19.2 CV,115.98149999999998,18.643
SDSS J074500.58+332859.6,--,07 45 00.58 +33 28 59.5,Gem,AM,--,18.0 - 22.3 r,116.25241666666665,33.48319444444444
SDSS J074640.62+173412.8,000-BFT-842,07 46 40.62 +17 34 12.8,Gem,UGSU,0.0649,15.7 - 20.8 V,116.66924999999998,17.57022222222222
SDSS J074859.55+312512.6,000-BJY-136,07 48 59.56 +31 25 12.7,Gem,UGSU+E,0.0583110901,15.3 - 20.0 CV,117.24816666666665,31.420194444444444
SDSS J075025.75+342034.0,000-BKV-908,07 50 25.75 +34 20 34.0,Gem,CV,--,20.64 - ? r,117.60729166666665,34.34277777777778
SDSS J075059.97+141150.1,000-BJQ-819,07 50 59.97 +14 11 50.2,Gem,UG+E,0.093165454,15.8 - 20.9 g,117.74987499999997,14.197277777777778
SDSS J075107.50+300628.4,000-BJY-137,07 51 07.51 +30 06 28.5,Gem,UGSU,0.057,14.8 - 20.2 g,117.78129166666665,30.107916666666668
SDSS J075233.17+294339.7,000-BMS-228,07 52 33.17 +29 43 39.8,Gem,CV:,--,18.0 - 20.7 CV,118.13820833333332,29.72772222222222
SDSS J075507.70+143547.6,000-BJQ-821,07 55 07.70 +14 35 47.6,Gem,CV,0.058861,18.2 - ? V,118.78208333333333,14.596555555555556
SDSS J075713.81+222253.0,000-BJY-139,07 57 13.86 +22 22 53.3,Gem,UG,--,17.0 - 21.2 r,119.30774999999998,22.38147222222222
SDSS J080306.99+284855.8,000-BJY-041,08 03 07.00 +28 48 55.9,Gem,UGSU,0.0727,15.7 - 20.6 g,120.77916666666665,28.815527777777778
TCP J06273174+1724303,000-BPN-431,06 27 31.80 +17 24 30.7,Gem,UG,--,16.2 - 22.7 r CR,96.8825,17.408527777777778
TCP J06410968+1947311,000-BNS-459,06 41 09.70 +19 47 31.3,Gem,UG,--,16.2 - 20.9 r g,100.29041666666666,19.79202777777778
TCP J06442271+1549388,000-BPN-232,06 44 22.67 +15 49 35.4,Gem,UGWZ,0.0529,13.2 - 21.8 r CR,101.09445833333332,15.8265
TCP J06461075+2502415,000-BPP-020,06 46 10.66 +25 02 40.3,Gem,UGWZ:,0.053,14.1 - 23.0 r CR,101.54441666666666,25.04452777777778
TCP J06534701+2323573,000-BPG-499,06 53 47.01 +23 23 57.3,Gem,UG,--,18.1 - <23 r CR,103.44587499999999,23.39925
TCP J06592165+2525546,000-BMX-744,06 59 21.65 +25 25 54.6,Gem,CV+E,0.10,18.0 - 20.0 CR,104.84020833333332,25.431833333333334
TCP J07094936+1412280,000-BPG-104,07 09 49.19 +14 12 28.4,Gem,UGWZ,0.0548,12.2 - 21.3 V,107.45495833333332,14.207888888888888
TCP J07131142+3015315,000-BNK-833,07 13 11.20 +30 15 31.7,Gem,UGSU,--,14.1 - 21.7 g,108.29666666666665,30.258805555555554
XM83HT,000-BPF-613,06 37 25.72 +17 33 33.7,Gem,UG:,--,17.2 - <23: r CR,99.35716666666666,17.559361111111112
ZTF17aacbtom,--,06 51 00.18 +24 19 52.2,Gem,CV:,--,19.3 - 23: g,102.75074999999998,24.331166666666668
ZTF17aachsai,--,06 59 00.59 +23 23 50.7,Gem,UG,--,17.6 - 19.8 g,104.75245833333332,23.397416666666665
ZTF17aaciapo,--,07 45 19.20 +27 46 28.5,Gem,UG,--,17.8 - 22.5: g,116.32999999999998,27.774583333333332
ZTF17aacmlmj,--,06 31 27.16 +22 12 26.7,Gem,CV,--,17.6 - 20.6 g,97.86316666666664,22.207416666666667
ZTF17aacmmsq,--,06 26 30.66 +17 23 34.8,Gem,UGZ/IW,--,18.2 - 20.3 g,96.62774999999999,17.393
ZTF17aacpnaw,--,06 23 38.45 +27 44 09.8,Gem,NL+E,0.502827,17.5 - 18.6 g,95.91020833333332,27.736055555555556
ZTF17aadabop,--,06 01 32.77 +24 59 50.7,Gem,UG,--,16.3 - 19.1 r,90.38654166666666,24.997416666666666
ZTF17aadhvfi,--,06 34 15.98 +23 56 45.5,Gem,NL+E,0.1443341,17.3 - 22.9: g,98.56658333333333,23.945972222222224
ZTF17aadkayz,000-BPF-593,07 28 33.85 +28 30 37.9,Gem,UG,--,17.4 - 21.0 g,112.14104166666665,28.510527777777778
ZTF18aaaanla,--,06 36 28.96 +14 32 37.3,Gem,UGZ/IW,--,16.2 - 18.4 g,99.12066666666665,14.543694444444444
ZTF18aaawveu,--,07 17 52.03 +22 16 32.4,Gem,NL+E,0.247529,18.1 - 21.0 g,109.46679166666665,22.275666666666666
ZTF18aabhpad,--,07 01 33.83 +16 10 10.4,Gem,UGSS,--,16.1 - 20.0 g,105.39095833333332,16.169555555555558
ZTF18aablmiy,--,06 37 16.20 +14 42 35.2,Gem,UG,--,18.5 - 21.0 g,99.3175,14.709777777777777
ZTF18aabtvzf,--,06 26 22.62 +19 46 32.7,Gem,UG,--,16.6 - 21.8 g,96.59424999999999,19.77575
ZTF18aafdmjb,--,07 07 01.93 +27 38 22.6,Gem,UGZ/IW:,--,17.7 - 19.0 g,106.75804166666664,27.639611111111112
ZTF18aagqowj,--,06 08 41.12 +25 49 40.7,Gem,UG,--,16.8 - 18.1 r,92.17133333333334,25.827972222222222
ZTF18aaicjyy,--,06 57 51.99 +15 00 43.8,Gem,CV,--,16.4 - 22.1 g,104.466625,15.012166666666667
ZTF18aaqjcvv,--,07 49 41.74 +20 14 45.8,Gem,UG,--,16.9 - 20.9 g,117.42391666666666,20.246055555555557
ZTF18abqeizk,--,06 21 51.67 +20 23 44.3,Gem,UG,--,17.0 - 22.0 g,95.46529166666666,20.39563888888889
ZTF18abuyjqa,--,07 04 49.92 +13 49 07.3,Gem,UG,--,17.8 - 20.2 g,106.20799999999998,13.818694444444445
ZTF18abxbinc,--,06 51 15.30 +12 52 40.8,Gem,UGSS+E,--,17.0 - 19.6 r,102.81374999999998,12.878
ZTF18abydtjt,--,06 27 14.52 +16 10 32.3,Gem,UG,--,17.4 - 21.0: r,96.81049999999999,16.17563888888889
ZTF18abyeouz,--,06 38 42.77 +25 42 34.3,Gem,CV:,--,17.4 - <20.1 g,99.67820833333332,25.709527777777776
ZTF18abzjuvh,--,06 20 59.58 +19 04 13.0,Gem,CV,--,18.8 - 20.9 r,95.24824999999998,19.07027777777778
ZTF18accmthd,--,06 55 50.67 +34 19 14.2,Gem,UG,--,17.0 - 21.9 g,103.961125,34.32061111111111
ZTF18acedtsv,--,06 36 42.19 +23 57 09.2,Gem,UG,--,18.2 - 21.6 r,99.17579166666664,23.952555555555556
ZTF18acmryfh,--,07 50 08.76 +15 22 33.9,Gem,NL:,--,14.43 - 14.60 r,117.53649999999998,15.376083333333334
ZTF18acvsxdl,--,06 52 38.83 +16 28 23.4,Gem,AM,0.1177651,18.6 - 23.3: r,103.16179166666666,16.473166666666664
ZTF18adacwfm,--,07 08 23.41 +29 25 40.3,Gem,UG,--,17.8 - 21.1 r,107.09754166666666,29.427861111111113
ZTF18adaqezi,--,06 58 01.97 +30 23 14.3,Gem,NL+E,--,17.8 - 20.4 g,104.50820833333331,30.387305555555557
ZTF19aaaouwk,--,07 08 16.12 +14 50 19.9,Gem,UG,--,16.4 - 20.4 G r,107.06716666666667,14.838861111111111
ZTF19aaioptm,--,06 26 28.43 +23 08 06.3,Gem,CV,--,18.0 - 21.4 r,96.61845833333334,23.135083333333334
ZTF20aafecmx,--,06 53 47.61 +27 48 47.7,Gem,UG,--,17.0 - 21.5 g,103.44837499999998,27.81325
ZTF20aahcslg,--,06 45 51.98 +31 47 09.6,Gem,UG:,--,16.9 - <23 r,101.46658333333332,31.786
ZTF20aammtvz,--,07 30 16.06 +12 53 29.4,Gem,UG,--,17.0 - 23.1 g,112.56691666666666,12.891499999999999
ZTF20acozxxt,--,07 03 50.20 +27 00 15.9,Gem,UG,--,16.6 - 22.1 g,105.95916666666665,27.004416666666668
ZTF21aaeeuqz,--,07 33 22.72 +13 18 30.6,Gem,UGWZ:,--,16.6 - <23 g,113.34466666666664,13.3085
ZTF22abewydn,000-BPL-781,07 37 01.48 +25 57 13.8,Gem,UG/IBWD,--,14.7 - 22.5 g,114.25616666666666,25.953833333333332
CE Gru,000-BDC-458,21 37 56.43 -43 42 13.5,Gru,AM,0.0754,17.4 - 19.5 V,324.485125,-43.70375
CF Gru,000-BCV-980,21 41 22.94 -45 04 31.3,Gru,UGSS,0.069,15.5 - 20.2 CV V,325.3455833333333,-45.075361111111114
CI Gru,000-BCV-982,21 33 06.85 -42 28 52.7,Gru,UGSU,0.056:,16.4 - 20.0 V B,323.2785416666667,-42.48130555555556
FM Gru,000-BNY-941,22 02 18.88 -43 05 19.0,Gru,UGZ,--,13.4 - 17.0 V,330.5786666666666,-43.08861111111111
ASASSN-16mg,000-BMC-407,22 48 56.47 -45 19 00.0,Gru,UG/IBWD,--,16.3 - 21.9 B V,342.2352916666666,-45.31666666666667
ASASSN-17ln,000-BMK-638,23 15 21.73 -54 18 43.1,Gru,NL/VY,--,15.6 - 20.4 CV,348.84054166666664,-54.31197222222222
ASASSN-18mt,000-BMR-639,23 20 23.66 -48 41 29.6,Gru,AM:,--,16.3 - 20.6 CV,350.09858333333324,-48.69155555555555
ASASSN-18se,000-BMT-160,22 19 16.08 -49 15 57.1,Gru,UG:,--,17.9 - <22 g,334.81699999999995,-49.265861111111114
ASASSN-18sk,000-BMT-159,23 17 30.01 -49 48 00.8,Gru,UGSU,--,16.1 - 22.3 g,349.3750416666666,-49.80022222222222
ASASSN-18wb,000-BMV-161,22 37 32.09 -50 58 05.5,Gru,UG,--,15.0 - <22 g,339.3837083333333,-50.96819444444445
ASASSN-20ki,000-BNP-874,23 20 51.21 -41 15 46.7,Gru,UG,--,16.9 - 23.3 g,350.2133749999999,-41.262972222222224
ATLAS20bcge,000-BNR-460,23 07 03.69 -49 19 13.3,Gru,UG,--,17.5 - 22.9 r CR,346.76537499999995,-49.32036111111111
Gaia15ado,000-BLQ-138,23 08 21.74 -50 43 28.5,Gru,UG:,--,17.4 G - <20: CR,347.09058333333326,-50.724583333333335
Gaia16bhw,000-BLZ-825,21 45 33.96 -46 08 33.4,Gru,UG:,--,18.0 - <22 G,326.39149999999995,-46.14261111111111
Gaia16cbt,000-BMD-373,23 10 35.80 -56 05 04.1,Gru,UG|SN,--,18.2 - <22 G,347.64916666666664,-56.084472222222225
Gaia17bay,000-BMH-013,22 37 24.25 -39 04 55.1,Gru,UG,--,18.4 - 22.4: r G,339.3510416666666,-39.08197222222223
Gaia17cyx,--,23 13 33.17 -56 05 08.9,Gru,UG:,--,18.6 - <21 G,348.3882083333333,-56.08580555555556
Gaia18dgf,000-BMW-143,22 49 50.91 -46 36 08.7,Gru,UG|SN,--,17.1 - <22 G,342.46212499999996,-46.60241666666667
Gaia20djj,000-BNP-400,23 09 15.61 -55 52 49.3,Gru,SN|UG,--,17.8 - <22 G,347.3150416666666,-55.880361111111114
Gaia21ahd,000-BNT-959,22 52 10.14 -45 06 10.4,Gru,UG,--,17.1 - <22 G,343.04224999999997,-45.10288888888889
Gaia23bfq,000-BPP-474,21 38 24.19 -43 06 32.7,Gru,UG,--,15.5 - 22.0 g,324.6007916666666,-43.10908333333334
LSQ14doj,--,22 17 35.34 -54 27 20.9,Gru,UG,--,18.6 - ? CR,334.39725,-54.45580555555556
LSQ14dss,--,23 02 57.76 -55 57 03.0,Gru,UG,--,19.1 - ? CR,345.74066666666664,-55.950833333333335
MASTER OT J220020.25-464517.2,000-BNX-774,22 00 20.29 -46 45 16.9,Gru,UG,--,18.1 - 22.5 r CR,330.08454166666667,-46.754694444444446
MASTER OT J220101.36-401526.7,000-BMC-516,22 01 01.36 -40 15 26.7,Gru,SN|UG,--,16.9 - <22 CR,330.2556666666666,-40.257416666666664
MASTER OT J221522.20-481807.2,000-BLY-534,22 15 22.07 -48 18 07.2,Gru,UG,--,17.9 - 22.3 B CR,333.84195833333325,-48.302
MASTER OT J222712.34-495710.9,000-BLS-052,22 27 12.34 -49 57 10.9,Gru,UG,--,18.6 - <22: CR,336.8014166666666,-49.953027777777784
MASTER OT J224511.29-373158.4,000-BML-171,22 45 11.37 -37 31 58.8,Gru,UG,--,17.1 - <22 CR,341.29737499999993,-37.533
NSV 14536,000-BLL-123,23 23 59.12 -36 38 34.9,Gru,UGSU,--,12.9 V - 20.1 CV,350.99633333333327,-36.643027777777775
SSS 120530:213105-400208,000-BLQ-432,21 31 05.09 -40 02 07.6,Gru,UG,--,18.1 - <20.5 CV,322.7712083333333,-40.035444444444444
SSS 120724:215914-393421,000-BLQ-425,21 59 14.18 -39 34 20.8,Gru,UG:,--,18.7 CV - 22.3 B,329.8090833333333,-39.57244444444445
SSS 120724:224740-362254,000-BKP-323,22 47 39.65 -36 22 53.6,Gru,UGWZ,--,10.2 - 20.5 CV,341.91520833333334,-36.38155555555556
SSS 130103:232131-385659,--,23 21 31.06 -38 56 59.5,Gru,UG,--,17.1 - 20.9 G,350.37941666666666,-38.949861111111105
TCP J22452564-5246510,000-BNQ-013,22 45 25.51 -52 46 50.1,Gru,UGSU,--,14.5 - 19.3 V,341.3562916666666,-52.78058333333333
AH Her,000-BBX-906,16 44 10.01 +25 15 01.9,Her,UGZ/IW,0.258116,10.8 - 14.9 V,251.04170833333333,25.250527777777776
AM Her,000-BCB-802,18 16 13.25 +49 52 04.8,Her,AM+E,0.128927,12.3 - 15.7 V,274.05520833333327,49.868
CH Her,000-BCC-736,18 34 46.34 +24 48 01.6,Her,UGSU,--,14.4 - 19.8 V,278.6930833333333,24.800444444444445
DQ Her,000-BCB-341,18 07 30.25 +45 51 32.6,Her,NB/DQ+EA,0.1936209219,1.3 - 18.08 V,271.87604166666665,45.85905555555556
NY Her,000-BDR-250,17 52 52.59 +29 22 18.7,Her,UGSU,--,15.8 - 18.9 CV,268.219125,29.371861111111112
PR Her,000-BCB-409,18 08 04.44 +38 46 17.3,Her,UGWZ,0.05422,12.85 - 20.96 V,272.01849999999996,38.77147222222222
PU Her,000-BDR-265,18 09 52.30 +32 00 32.6,Her,UG,--,15.5 - 19.5 p,272.4679166666666,32.009055555555555
V0478 Her,000-BBY-861,17 21 05.62 +23 39 36.7,Her,UG,0.629049,15.4 - 18 V,260.27341666666666,23.660194444444443
V0533 Her,000-BCS-513,18 14 20.51 +41 51 22.6,Her,NA+NL/VY,0.147,3.0 p - 16.4 V,273.5854583333333,41.85627777777778
V0544 Her,000-BCW-026,16 38 05.39 +08 37 58.4,Her,UGSU:,0.069:,14.7 - 19.5 V,249.5224583333333,8.632888888888889
V0589 Her,000-BBX-398,16 22 07.16 +19 22 36.7,Her,UGSU,(144),14.1 - 19 CV,245.5298333333333,19.37686111111111
V0592 Her,000-BBX-611,16 30 56.39 +21 16 58.4,Her,UGWZ,0.0561,12.3 - 21.4 V,247.73495833333328,21.282888888888888
V0610 Her,000-BDR-517,16 43 39.10 +22 31 25.2,Her,UG,(110:),16.2 - 21.6 r CV,250.91291666666663,22.523666666666667
V0611 Her,000-BCW-029,16 44 49.44 +19 59 40.0,Her,UGSU,(360:),14.9 - 21.0: CV,251.206,19.994444444444447
V0631 Her,000-BDR-537,18 08 44.70 +34 27 23.9,Her,UG,0.060:,16.2 - 21.6 g p,272.18625,34.45663888888889
V0632 Her,000-BCW-030,18 19 41.28 +24 33 15.9,Her,UG,--,15.4 - 21.3 V p,274.92199999999997,24.55441666666667
V0660 Her,000-BBZ-255,17 42 09.16 +23 48 29.7,Her,UGSU,0.07826,14.2 - 19.1 V,265.53816666666665,23.80825
V0795 Her,000-BCW-039,17 12 56.18 +33 31 19.3,Her,DQ,0.1082648,12.5 - 13.2 B,258.2340833333333,33.52202777777778
V0825 Her,000-BCW-044,17 18 37.00 +41 15 51.2,Her,UGZ:,0.206,13.8 - 15.3 V,259.65416666666664,41.26422222222222
V0827 Her,000-BCD-059,18 43 42.50 +15 19 18.6,Her,NA,--,7.5 - 18 V,280.92708333333326,15.321833333333332
V0838 Her,000-BCD-266,18 46 31.47 +12 14 02.1,Her,NA+E,0.297635,5.3 - 20.5: V,281.63112499999994,12.233916666666666
V0844 Her,000-BBX-452,16 25 01.75 +39 09 26.4,Her,UGSU,0.054643,12.3 - 18.0 CV,246.25729166666667,39.157333333333334
V0849 Her,000-BCW-047,16 35 45.72 +11 24 58.1,Her,UGZ/IW:,0.1414,14.6 - 16.8 V,248.94049999999993,11.41613888888889
V0884 Her,000-BDB-750,18 02 06.48 +18 04 43.8,Her,AM,0.078480,12.87 - 17.7 V,270.527,18.078833333333332
V1007 Her,000-BDR-827,17 24 06.29 +41 14 07.7,Her,AM,0.0832840,16.3 - 19.7 CV,261.0262083333333,41.23547222222222
V1008 Her,000-BCB-229,18 05 46.34 +31 40 17.9,Her,UG,--,13.4 - 19.4 V,271.4430833333333,31.67163888888889
V1010 Her,000-BDR-829,18 14 14.24 +30 43 36.9,Her,UG,--,18.0 - 22.1 g,273.5593333333333,30.726916666666664
V1084 Her,000-BFQ-788,16 43 45.70 +34 02 39.6,Her,NL,0.12056,12.48 - 12.75 V,250.94041666666664,34.044333333333334
V1108 Her,000-BCC-905,18 39 26.15 +26 04 09.9,Her,UGWZ,0.05672,12.0 - <17.1 V,279.8589583333333,26.069416666666665
V1189 Her,000-BFT-553,16 29 36.55 +26 35 19.7,Her,AM,0.0931,18.95 - 19.58 V,247.40229166666663,26.588805555555556
V1227 Her,000-BFT-846,16 53 59.06 +20 10 10.4,Her,UGSU+E,0.064419,14.6 - 18.8 V,253.49608333333327,20.169555555555558
V1229 Her,000-BDB-596,16 56 58.12 +21 21 39.3,Her,UG,0.06312,14.8 - 19.1 CV,254.2421666666666,21.360916666666668
V1237 Her,000-BFT-066,17 00 53.30 +40 03 57.8,Her,AM,0.0808688,17.9 - 19.5 V,255.22208333333327,40.06605555555555
V1239 Her,000-BJJ-175,17 02 13.25 +32 29 54.2,Her,UGSU+E,0.100082207,13.7 - 19.1 V CR,255.55520833333333,32.49838888888889
